X,Y,ID,LOCN,MPD_NAME,ADDRESS,CITY,ZIP,MPD_TYPE,MAP_TYPE,LABEL,MAP_DESC,MPD_DESC,LD,FULLNAME,CDSCODE,CHARTER,MAP_TYPE_MAPPING,TOOLTIP,NLA_URL,Campus,Budget (incl c/o) FY24,Expenditures FY24,% Exp FY24
-13157737.0803322,4026937.00783967,75,8268,NIMITZ MS,6021 CARMELITA AVE,HUNTINGTON PARK,90255,J,MS,Nimitz Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Chester W. Nimitz Middle School,19647336057939, ,MS,Name: Chester W. Nimitz Middle School\nAddress: 6021 CARMELITA AVE HUNTINGTON PARK 90255,navigatela/reports/lausd_school_report.cfm?PK=75,NIMITZ MS,18802827.0,16689938.429999998,0.8876292075654367
-13169036.8222235,4035949.20319297,85,4983,MARIPOSA-NABI PC,987 S MARIPOSA AVE,LOS ANGELES,90006,EP,EP,Mariposa-Nabi PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Mariposa-Nabi Primary Center,19647330109256, ,ES,Name: Mariposa-Nabi Primary Center\nAddress: 987 S MARIPOSA AVE LOS ANGELES 90006,navigatela/reports/lausd_school_report.cfm?PK=85,MARIPOSA-NABI PC,4369138.0,3324038.890000006,0.7607997023669214
-13172248.2805434,4030105.08549862,92,8028,AUDUBON MS,4120 11TH AVE,LOS ANGELES,90008,J,MS,Audubon Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Audubon Middle School,19647336061394, ,MS,Name: Audubon Middle School\nAddress: 4120 11TH AVE LOS ANGELES 90008,navigatela/reports/lausd_school_report.cfm?PK=92,AUDUBON MS,12618220.0,10690015.330000024,0.847188853102896
-13187422.6757863,4026012.94672637,93,3311,WESTSIDE GLBL AWR MAG,104 ANCHORAGE ST,MARINA DEL REY,90292,SP,M,Westside Glbl Awr Mag,Magnet School,Span Magnet,0,Westside Elementary Ecosystems/Environmental Sciences Magnet,19647331931054, ,M,Name: Westside Elementary Ecosystems/Environmental Sciences Magnet\nAddress: 104 ANCHORAGE ST MARINA DEL REY 90292,navigatela/reports/lausd_school_report.cfm?PK=93,WESTSIDE GLBL AWR MAG,5263785.0,4628859.740000002,0.87937857264307
-13170999.9217138,4034939.08099094,94,4980,PIO PICO MS,1512 S ARLINGTON AVE,LOS ANGELES,90019,J,MS,Pio Pico Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Pio Pico Middle School,19647336107064, ,MS,Name: Pio Pico Middle School\nAddress: 1512 S ARLINGTON AVE LOS ANGELES 90019,navigatela/reports/lausd_school_report.cfm?PK=94,PIO PICO MS,6573638.0,4915339.489999995,0.7477350426050224
-13155857.7749778,4034085.90201222,96,8047,BELVEDERE MS,312 N RECORD AVE,LOS ANGELES,90063,J,MS,Belvedere Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Belvedere Middle School,19647336057889, ,MS,Name: Belvedere Middle School\nAddress: 312 N RECORD AVE LOS ANGELES 90063,navigatela/reports/lausd_school_report.cfm?PK=96,BELVEDERE MS,13920639.0,11795271.360000052,0.8473225517880358
-13155698.0322868,4039496.82280696,100,8118,EL SERENO MS,2839 N EASTERN AVE,LOS ANGELES,90032,J,MS,El Sereno Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,El Sereno Middle School,19647336068431, ,MS,Name: El Sereno Middle School\nAddress: 2839 N EASTERN AVE LOS ANGELES 90032,navigatela/reports/lausd_school_report.cfm?PK=100,EL SERENO MS,14959323.0,13958626.209999988,0.933105476096745
-13163632.8630132,4026177.55861992,103,8113,EDISON MS,6500 HOOPER AVE,LOS ANGELES,90001,J,MS,Edison Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Thomas A. Edison Middle School,19647336061444, ,MS,Name: Thomas A. Edison Middle School\nAddress: 6500 HOOPER AVE LOS ANGELES 90001,navigatela/reports/lausd_school_report.cfm?PK=103,EDISON MS,15171541.0,13951523.509999998,0.9195851304755396
-13164180.9577639,4036976.25738793,115,8544,ROYBAL LC,1213 WEST 1ST ST,LOS ANGELES,90026,S,HS,Roybal Lrng Ctr,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Edward R. Roybal Learning Center,19647330117051, ,HS,Name: Edward R. Roybal Learning Center\nAddress: 1213 WEST 1ST ST LOS ANGELES 90026,navigatela/reports/lausd_school_report.cfm?PK=115,ROYBAL LC,21014120.0,17250856.43,0.8209173845966427
-13185355.6793168,4028941.51316079,125,8425,MARK TWAIN MS,2224 WALGROVE AVE,LOS ANGELES,90066,J,MS,Twain Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Mark Twain Middle School,19647336058135, ,MS,Name: Mark Twain Middle School\nAddress: 2224 WALGROVE AVE LOS ANGELES 90066,navigatela/reports/lausd_school_report.cfm?PK=125,MARK TWAIN MS,13457351.0,10730641.46000001,0.7973814058948162
-13183106.5894637,4062467.31879607,133,8321,PACOIMA MS,9919 LAUREL CANYON BLVD,PACOIMA,91331,J,MS,Pacoima Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Pacoima Middle School,19647336058218, ,MS,Name: Pacoima Middle School\nAddress: 9919 LAUREL CANYON BLVD PACOIMA 91331,navigatela/reports/lausd_school_report.cfm?PK=133,PACOIMA MS,15261992.0,13621229.410000041,0.892493549334847
-13163680.2359258,4030049.37805511,139,8710,EARLY COLLEGE ACAD,1319 E 41ST ST,LOS ANGELES,90011,SA,HS,Early College Acad,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",Academy School,0,Early College Academy - LA Trade Tech College, , ,HS,Name: Early College Academy - LA Trade Tech College\nAddress: 1319 E 41ST ST LOS ANGELES 90011,navigatela/reports/lausd_school_report.cfm?PK=139,EARLY COLLEGE ACAD,3555023.0,2925825.4899999993,0.8230116907823097
-13189128.2519205,4064090.30495472,145,8354,PORTER MS,15960 KINGSBURY ST,GRANADA HILLS,91344,J,MS,Porter Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,George K. Porter Middle School,19647336058242, ,MS,Name: George K. Porter Middle School\nAddress: 15960 KINGSBURY ST GRANADA HILLS 91344,navigatela/reports/lausd_school_report.cfm?PK=145,PORTER MS,14011189.0,12388071.900000015,0.8841556487461567
-13163539.5569739,4023713.65806245,162,8112,DREW MS,8511 COMPTON AVE,LOS ANGELES,90001,J,MS,Drew Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Charles Drew Middle School,19647336057962, ,MS,Name: Charles Drew Middle School\nAddress: 8511 COMPTON AVE LOS ANGELES 90001,navigatela/reports/lausd_school_report.cfm?PK=162,DREW MS,14312035.0,11058258.299999997,0.77265450370964
-13183438.5428063,4023129.16674454,167,8943,WESM HLTH/SPORTS MED,7400 W MANCHESTER AVE,LOS ANGELES,90045,SS,M,Westchester Med Mag High,Magnet School,High School Magnet - Self Contained,0,Westchester Health/Sports Medicine Magnet High School,19647331939479, ,M,Name: Westchester Health/Sports Medicine Magnet High School\nAddress: 7400 W MANCHESTER AVE LOS ANGELES 90045,navigatela/reports/lausd_school_report.cfm?PK=167,WESM HLTH/SPORTS MED,13367173.0,11384670.650000043,0.8516887340352401
-13167790.1145868,4041276.57740433,172,5170,LEXINGTON AVE PC,4564 W LEXINGTON AVE,LOS ANGELES,90027,EP,EP,Lexington Ave PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Lexington Avenue Primary Center,19647330109264, ,ES,Name: Lexington Avenue Primary Center\nAddress: 4564 W LEXINGTON AVE LOS ANGELES 90027,navigatela/reports/lausd_school_report.cfm?PK=172,LEXINGTON AVE PC,2905891.0,2663977.370000003,0.9167506179688099
-13167723.099063,4039843.64795487,176,9513,DAYTON EEC,3917 CLINTON ST,LOS ANGELES,90004,Z,ES,Dayton EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,Dayton Early Education Center, , ,ES,Name: Dayton Early Education Center\nAddress: 3917 CLINTON ST LOS ANGELES 90004,navigatela/reports/lausd_school_report.cfm?PK=176,DAYTON EEC,2650140.0,2494346.620000004,0.9412131510033447
-13163108.6245979,4022862.96442481,195,6886,BACA ARTS ACAD,1536 E 89TH ST,LOS ANGELES,90002,E,ES,Baca Arts Acad,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Judith Baca Arts Academy,19647330122176, ,ES,Name: Judith Baca Arts Academy\nAddress: 1536 E 89TH ST LOS ANGELES 90002,navigatela/reports/lausd_school_report.cfm?PK=195,BACA ARTS ACAD,8991038.0,8505439.83999998,0.94599086779524
-13190523.7316795,4067175.8619223,196,4762,KNOLLWOOD PREP ACAD,11822 GERALD AVE,GRANADA HILLS,91344,E,CCA,Knollwood Prep Acad,Charter Conversion Affiliated - Elementary School Level,Elementary School,0,Knollwood Preparatory Academy,19647336017743,Y,CHAR,Name: Knollwood Preparatory Academy\nAddress: 11822 GERALD AVE GRANADA HILLS 91344,navigatela/reports/lausd_school_report.cfm?PK=196,KNOLLWOOD PREP ACAD,7845952.0,6050190.879999987,0.7711225967224865
-13185736.2613851,4066458.49783549,197,9555,SAN FERNANDO EEC,1204 WOODWORTH ST,SAN FERNANDO,91340,Z,ES,San Fernando EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,San Fernando Early Education Center, , ,ES,Name: San Fernando Early Education Center\nAddress: 1204 WOODWORTH ST SAN FERNANDO 91340,navigatela/reports/lausd_school_report.cfm?PK=197,SAN FERNANDO EEC,3143112.0,2967777.7800000003,0.9442163626367753
-13165889.954457,4030883.17316396,223,7220,MAPLE PC,3601 S MAPLE AVE,LOS ANGELES,90011,EP,ES,Maple PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Primary Center,0,Maple Primary Center,19647330106922, ,ES,Name: Maple Primary Center\nAddress: 3601 S MAPLE AVE LOS ANGELES 90011,navigatela/reports/lausd_school_report.cfm?PK=223,MAPLE PC,4454099.0,4207060.580000007,0.9445368367429656
-13171939.9165984,4034199.21079104,268,9289,LOS ANGELES TECH CTR,3721 W WASHINGTON BLVD,LOS ANGELES,90018,A,O,Los Angeles Tech Ctr,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Community Adult School,0,Los Angeles Technology Center,19647330110312, ,O,Name: Los Angeles Technology Center\nAddress: 3721 W WASHINGTON BLVD LOS ANGELES 90018,navigatela/reports/lausd_school_report.cfm?PK=268,LOS ANGELES TECH CTR,10970998.0,10452193.460000005,0.9527112720283063
-13156361.5931519,4032067.11525118,276,6426,AMANECER PC,832 S EASTMAN AVE,LOS ANGELES,90023,EP,EP,Amanecer PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Amanecer Primary Center,19647330109280, ,ES,Name: Amanecer Primary Center\nAddress: 832 S EASTMAN AVE LOS ANGELES 90023,navigatela/reports/lausd_school_report.cfm?PK=276,AMANECER PC,3172849.0,2664892.790000004,0.8399053311393023
-13164435.5332843,4005954.03788545,279,8090,CARNEGIE MS,21820 BONITA ST,CARSON,90745,J,MS,Carnegie Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Andrew Carnegie Middle School,19647336057913, ,MS,Name: Andrew Carnegie Middle School\nAddress: 21820 BONITA ST CARSON 90745,navigatela/reports/lausd_school_report.cfm?PK=279,CARNEGIE MS,14288179.0,12485404.470000003,0.8738275514325515
-13165330.2506102,4033516.09431935,280,9058,FRIEDMAN OCC CTR,1646 S OLIVE ST,LOS ANGELES,90015,L,O,Friedman Occup Ctr,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Regional Occupation Center,0,Abram Friedman Occupational Center,19647331931278, ,O,Name: Abram Friedman Occupational Center\nAddress: 1646 S OLIVE ST LOS ANGELES 90015,navigatela/reports/lausd_school_report.cfm?PK=280,FRIEDMAN OCC CTR,14946958.0,12646966.249999966,0.8461230873867422
-13183697.9531895,4029003.9416861,285,1952,MCBRIDE SP ED CTR,3960 CENTINELA AVE,LOS ANGELES,90066,H,SS,McBride Spec Ed Ctr,"Span School (Span School, Special Ed School)",Handicapped (Special Ed),0,James J. McBride Special Education Center,19647336060511, ,SS,Name: James J. McBride Special Education Center\nAddress: 3960 CENTINELA AVE LOS ANGELES 90066,navigatela/reports/lausd_school_report.cfm?PK=285,MCBRIDE SP ED CTR,6556696.0,6476921.560000027,0.9878331342493272
-13164145.6464483,4032958.38788169,287,8801,CITY OF ANGELS,1449 S SAN PEDRO ST,LOS ANGELES,90015,O,O,City of Angels,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Opportunity School and Unit,0,City of Angels Independent Studies,19647331996115, ,O,Name: City of Angels Independent Studies\nAddress: 1449 S SAN PEDRO ST LOS ANGELES 90015,navigatela/reports/lausd_school_report.cfm?PK=287,CITY OF ANGELS,17813105.0,14113807.64999999,0.7923272023602841
-13182451.2649075,4027016.87012256,290,8235,MARINA DEL REY MS,12500 BRADDOCK DR,LOS ANGELES,90066,J,MS,Marina Del Rey Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Marina Del Rey Middle School,19647336058127, ,MS,Name: Marina Del Rey Middle School\nAddress: 12500 BRADDOCK DR LOS ANGELES 90066,navigatela/reports/lausd_school_report.cfm?PK=290,MARINA DEL REY MS,11345835.0,8884508.489999983,0.7830634316469421
-13156254.4960115,4045073.35370332,299,9534,MERIDIAN EEC,6124 RUBY PL,LOS ANGELES,90042,Z,ES,Meridian EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,Meridian Early Education Center, , ,ES,Name: Meridian Early Education Center\nAddress: 6124 RUBY PL LOS ANGELES 90042,navigatela/reports/lausd_school_report.cfm?PK=299,MERIDIAN EEC,2100100.0,1981051.3699999992,0.9433128755773531
-13163666.9530867,4008708.15949441,310,8103,CURTISS MS,1254 E HELMICK ST,CARSON,90746,J,MS,Curtiss Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Glenn Hammond Curtiss Middle School,19647336066294, ,MS,Name: Glenn Hammond Curtiss Middle School\nAddress: 1254 E HELMICK ST CARSON 90746,navigatela/reports/lausd_school_report.cfm?PK=310,CURTISS MS,8353063.0,7400366.219999997,0.8859464151054526
-13157566.092109,4043759.28410106,317,5385,RIORDAN PC,5531 MONTE VISTA ST,LOS ANGELES,90042,EP,ES,Riordan PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Primary Center,0,Richard Riordan Primary Center,19647330101618, ,ES,Name: Richard Riordan Primary Center\nAddress: 5531 MONTE VISTA ST LOS ANGELES 90042,navigatela/reports/lausd_school_report.cfm?PK=317,RIORDAN PC,3826746.0,3080852.5999999964,0.805084162889305
-13180671.7225364,4024468.08829867,318,8493,WRIGHT ENG DES MAG,6550 W 80TH ST,LOS ANGELES,90045,J,M,Wright Eng Des Mag,Magnet School,Middle School Magnet - Self Contained,0,Orville Wright Engineering and Design Magnet School,19647336058382, ,M,Name: Orville Wright Engineering and Design Magnet School\nAddress: 6550 W 80TH ST LOS ANGELES 90045,navigatela/reports/lausd_school_report.cfm?PK=318,WRIGHT ENG DES MAG,8648458.0,7559126.099999995,0.8740432225027854
-13181936.131172,4031769.1925167,323,8340,PALMS MS,10860 WOODBINE ST,LOS ANGELES,90034,J,MS,Palms Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Palms Middle School,19647336058226, ,MS,Name: Palms Middle School\nAddress: 10860 WOODBINE ST LOS ANGELES 90034,navigatela/reports/lausd_school_report.cfm?PK=323,PALMS MS,16392224.0,13777684.489999985,0.8405012333896844
-13199102.5990852,4056092.21298607,324,8406,SUTTER MS,7330 WINNETKA AVE,CANOGA PARK,91306,J,MS,Sutter Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,John A. Sutter Middle,19647336058325, ,MS,Name: John A. Sutter Middle\nAddress: 7330 WINNETKA AVE CANOGA PARK 91306,navigatela/reports/lausd_school_report.cfm?PK=324,SUTTER MS,14749280.0,11864014.849999985,0.8043792544449617
-13169814.3295249,4019194.70678115,327,8760,MIDDLE COLLEGE HS,1600 W IMPERIAL HWY,LOS ANGELES,90047,SA,HS,Middle College High,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",Academy School,0,Middle College High School,19647330102913, ,HS,Name: Middle College High School\nAddress: 1600 W IMPERIAL HWY LOS ANGELES 90047,navigatela/reports/lausd_school_report.cfm?PK=327,MIDDLE COLLEGE HS,5867719.0,4779586.909999983,0.8145562031855962
-13186558.4092721,4066222.0964825,342,9329,NORTH VALLEY OCC CTR,11450 SHARP AVE,MISSION HILLS,91345,L,O,North Valley Occ Ctr,"Adult Education, Skill Center, Occupational Center, Opportunity School, Community Day School",Regional Occupation Center,0,North Valley Occupational Center,19647331930841, ,O,Name: North Valley Occupational Center\nAddress: 11450 SHARP AVE MISSION HILLS 91345,navigatela/reports/lausd_school_report.cfm?PK=342,NORTH VALLEY OCC CTR,13747051.0,11936394.21000002,0.8682876211050661
-13163844.6358681,4028208.59053283,346,4576,HOOPER AVE PC,1280 E 52ND ST,LOS ANGELES,90011,EP,EP,Hooper Ave PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Hooper Avenue Primary Center,19647330109249, ,ES,Name: Hooper Avenue Primary Center\nAddress: 1280 E 52ND ST LOS ANGELES 90011,navigatela/reports/lausd_school_report.cfm?PK=346,HOOPER AVE PC,4072861.0,3602190.4099999857,0.8844373549698813
-13157781.0501145,4025951.69207412,350,3220,ESCUTIA PC,6401 BEAR AVE,BELL,90201,EP,EP,Escutia PC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Magnet Center on Regular Campus)",Elementary School,0,Martha Escutia Primary Center,19647330109207, ,ES,Name: Martha Escutia Primary Center\nAddress: 6401 BEAR AVE BELL 90201,navigatela/reports/lausd_school_report.cfm?PK=350,ESCUTIA PC,4211646.0,3828149.0700000157,0.90894369327337
-13157740.1708944,4022356.92352493,355,8377,SOUTH GATE MS,4100 FIRESTONE BLVD,SOUTH GATE,90280,J,MS,South Gate Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,South Gate Middle School,19647336058309, ,MS,Name: South Gate Middle School\nAddress: 4100 FIRESTONE BLVD SOUTH GATE 90280,navigatela/reports/lausd_school_report.cfm?PK=355,SOUTH GATE MS,19475510.0,18452095.480000045,0.9474512082096974
-13164655.9255981,4029192.68100272,356,8094,CARVER MS,4410 MC KINLEY AV,LOS ANGELES,90011,J,MS,Carver Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,George Washington Carver Middle School,19647336057921, ,MS,Name: George Washington Carver Middle School\nAddress: 4410 MC KINLEY AV LOS ANGELES 90011,navigatela/reports/lausd_school_report.cfm?PK=356,CARVER MS,13964166.0,12087694.29999999,0.8656223579696768
